id,name,slug,type,power,accuracy,pp,priority,damage_class,target,generation,effect,short_effect,sourceUrl
458,double-hit,double_hit,normal,35,90,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.,https://pokeapi.co/api/v2/move/458/
459,roar-of-time,roar_of_time,dragon,150,90,5,0,special,selected-pokemon,generation-iv,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,https://pokeapi.co/api/v2/move/459/
460,spacial-rend,spacial_rend,dragon,100,95,5,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/460/
461,lunar-dance,lunar_dance,psychic,None,None,10,0,status,user,generation-iv,"User faints.  Its replacement’s HP and PP are fully restored, and any major status effect is removed.","User faints, and its replacement is fully healed.",https://pokeapi.co/api/v2/move/461/
462,crush-grip,crush_grip,normal,None,100,5,0,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.","Power increases against targets with more HP remaining, up to a maximum of 121 power.",https://pokeapi.co/api/v2/move/462/
463,magma-storm,magma_storm,fire,100,75,5,0,special,selected-pokemon,generation-iv,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.,https://pokeapi.co/api/v2/move/463/
464,dark-void,dark_void,dark,None,50,10,0,status,all-opponents,generation-iv,Puts the target to sleep.,Puts the target to sleep.,https://pokeapi.co/api/v2/move/464/
465,seed-flare,seed_flare,grass,120,85,5,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 40% chance to lower the target’s Special Defense by two stages.,Has a 40% chance to lower the target’s Special Defense by two stages.,https://pokeapi.co/api/v2/move/465/
466,ominous-wind,ominous_wind,ghost,60,100,5,0,special,selected-pokemon,generation-iv,Inflicts regular damage. Has a 10% chance to raise all of the user’s stats one stage.,Has a 10% chance to raise all of the user’s stats by one stage.,https://pokeapi.co/api/v2/move/466/
467,shadow-force,shadow_force,ghost,120,100,5,0,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",https://pokeapi.co/api/v2/move/467/
