id,name,slug,type,power,accuracy,pp,priority,damage_class,target,generation,effect,short_effect,sourceUrl
341,mud-shot,mud_shot,ground,55,95,15,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,Has a 100% chance to lower the target’s Speed by one stage.,https://pokeapi.co/api/v2/move/341/
342,poison-tail,poison_tail,poison,50,100,25,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,Has an increased chance for a critical hit and a 10% chance to poison the target.,https://pokeapi.co/api/v2/move/342/
343,covet,covet,normal,60,100,25,0,physical,selected-pokemon,generation-iii,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.",Takes the target’s item.,https://pokeapi.co/api/v2/move/343/
344,volt-tackle,volt_tackle,electric,120,100,15,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to paralyze the target.,User takes 1/3 the damage inflicted in recoil.  Has a 10% chance to paralyze the target.,https://pokeapi.co/api/v2/move/344/
345,magical-leaf,magical_leaf,grass,60,None,20,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/345/
346,water-sport,water_sport,water,None,None,15,0,status,entire-field,generation-iii,"fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",Halves all Fire-type damage.,https://pokeapi.co/api/v2/move/346/
347,calm-mind,calm_mind,psychic,None,None,20,0,status,user,generation-iii,Raises the user’s Special Attack and Special Defense by one stage each.,Raises the user’s Special Attack and Special Defense by one stage.,https://pokeapi.co/api/v2/move/347/
348,leaf-blade,leaf_blade,grass,90,100,15,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/348/
349,dragon-dance,dragon_dance,dragon,None,None,20,0,status,user,generation-iii,Raises the user’s Attack and Speed by one stage each.,Raises the user’s Attack and Speed by one stage.,https://pokeapi.co/api/v2/move/349/
350,rock-blast,rock_blast,rock,25,90,10,0,physical,selected-pokemon,generation-iii,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.,https://pokeapi.co/api/v2/move/350/
351,shock-wave,shock_wave,electric,60,None,20,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/351/
352,water-pulse,water_pulse,water,60,100,20,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Has a 20% chance to confuse the target.,Has a 20% chance to confuse the target.,https://pokeapi.co/api/v2/move/352/
353,doom-desire,doom_desire,steel,140,100,5,0,special,selected-pokemon,generation-iii,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won’t change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder guard.

If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus sash.

This move cannot be copied by mirror move.",Hits the target two turns later.,https://pokeapi.co/api/v2/move/353/
354,psycho-boost,psycho_boost,psychic,140,90,5,0,special,selected-pokemon,generation-iii,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.,https://pokeapi.co/api/v2/move/354/
10001,shadow-rush,shadow_rush,shadow,55,100,None,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move while in hyper mode.,Has an increased chance for a critical hit in Hyper Mode.,https://pokeapi.co/api/v2/move/10001/
10002,shadow-blast,shadow_blast,shadow,80,100,None,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/10002/
10003,shadow-blitz,shadow_blitz,shadow,40,100,None,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/10003/
10004,shadow-bolt,shadow_bolt,shadow,75,100,None,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Has a 10% chance to paralyze the target.,Has a 10% chance to paralyze the target.,https://pokeapi.co/api/v2/move/10004/
10005,shadow-break,shadow_break,shadow,75,100,None,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/10005/
10006,shadow-chill,shadow_chill,shadow,75,100,None,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Has a 10% chance to freeze the target.,Has a 10% chance to freeze the target.,https://pokeapi.co/api/v2/move/10006/
10007,shadow-end,shadow_end,shadow,120,60,None,0,physical,selected-pokemon,generation-iii,Inflicts regular damage.  User takes 1/2 of its current HP in recoil.,User receives 1/2 its HP in recoil.,https://pokeapi.co/api/v2/move/10007/
10008,shadow-fire,shadow_fire,shadow,75,100,None,0,special,selected-pokemon,generation-iii,Inflicts regular damage.  Has a 10% chance to burn the target.,Has a 10% chance to burn the target.,https://pokeapi.co/api/v2/move/10008/
10009,shadow-rave,shadow_rave,shadow,70,100,None,0,special,opponents-field,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/10009/
10010,shadow-storm,shadow_storm,shadow,95,100,None,0,special,opponents-field,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/10010/
10011,shadow-wave,shadow_wave,shadow,50,100,None,0,special,opponents-field,generation-iii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/10011/
10012,shadow-down,shadow_down,shadow,None,100,None,0,status,opponents-field,generation-iii,Lowers the target’s Defense by two stages.,Lowers the target’s Defense by two stages.,https://pokeapi.co/api/v2/move/10012/
10013,shadow-half,shadow_half,shadow,None,100,None,0,special,entire-field,generation-iii,"Halves HP of all Pokémon on the field.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",Halves HP of all Pokémon on the field.  Must recharge,https://pokeapi.co/api/v2/move/10013/
10014,shadow-hold,shadow_hold,shadow,None,None,None,0,status,opponents-field,generation-iii,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",Prevents the target from leaving battle.,https://pokeapi.co/api/v2/move/10014/
10015,shadow-mist,shadow_mist,shadow,None,100,None,0,status,opponents-field,generation-iii,Lowers the target’s evasion by two stages.,Lowers the target’s evasion by two stages.,https://pokeapi.co/api/v2/move/10015/
10016,shadow-panic,shadow_panic,shadow,None,90,None,0,status,opponents-field,generation-iii,Confuses the target.,Confuses the target.,https://pokeapi.co/api/v2/move/10016/
10017,shadow-shed,shadow_shed,shadow,None,None,None,0,status,entire-field,generation-iii,"Removes the effects of light screen, reflect, and safeguard.","Removes Light Screen, Reflect, and Safeguard.",https://pokeapi.co/api/v2/move/10017/
10018,shadow-sky,shadow_sky,shadow,None,None,None,0,status,entire-field,generation-iii,Changes the weather to Shadow Sky for five turns.  Pokémon other than shadow Pokémon take 1/16 their max HP at the end of every turn.  This move is typeless for the purposes of weather ball.,Changes the weather to Shadow Sky for five turns.,https://pokeapi.co/api/v2/move/10018/
