id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
637,volcarona,volcarona,generation-v,,bug-wings,white,15,70,4,False,False,False,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",https://pokeapi.co/api/v2/pokemon-species/637
638,cobalion,cobalion,generation-v,,quadruped,blue,3,35,-1,False,True,False,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,https://pokeapi.co/api/v2/pokemon-species/638
639,terrakion,terrakion,generation-v,,quadruped,gray,3,35,-1,False,True,False,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,https://pokeapi.co/api/v2/pokemon-species/639
640,virizion,virizion,generation-v,,quadruped,green,3,35,-1,False,True,False,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,https://pokeapi.co/api/v2/pokemon-species/640
641,tornadus,tornadus,generation-v,,arms,green,3,90,0,False,True,False,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://pokeapi.co/api/v2/pokemon-species/641
642,thundurus,thundurus,generation-v,,arms,blue,3,90,0,False,True,False,Countless charred remains mar the landscape of places through which Thundurus has passed.,https://pokeapi.co/api/v2/pokemon-species/642
643,reshiram,reshiram,generation-v,,wings,white,3,0,-1,False,True,False,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",https://pokeapi.co/api/v2/pokemon-species/643
644,zekrom,zekrom,generation-v,,upright,black,3,0,-1,False,True,False,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",https://pokeapi.co/api/v2/pokemon-species/644
645,landorus,landorus,generation-v,,arms,brown,3,90,0,False,True,False,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://pokeapi.co/api/v2/pokemon-species/645
646,kyurem,kyurem,generation-v,,upright,gray,3,0,-1,False,True,False,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://pokeapi.co/api/v2/pokemon-species/646
647,keldeo,keldeo,generation-v,,quadruped,yellow,3,35,-1,False,False,True,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://pokeapi.co/api/v2/pokemon-species/647
648,meloetta,meloetta,generation-v,,humanoid,white,3,100,-1,False,False,True,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://pokeapi.co/api/v2/pokemon-species/648
649,genesect,genesect,generation-v,,humanoid,purple,3,0,-1,False,False,True,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",https://pokeapi.co/api/v2/pokemon-species/649
