champion,skin_id,skin_name,chroma_id,name,colors,image,sourceUrl
Kayle,10066,Empyrean Kayle,10073,Empyrean Kayle (Sapphire),"#2756CE, #2756CE",champions/Kayle/images/chromas/empyrean_kayle_empyrean_kayle_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10073.png
Kayle,10066,Empyrean Kayle,10074,Empyrean Kayle (Pearl),"#ECF9F8, #ECF9F8",champions/Kayle/images/chromas/empyrean_kayle_empyrean_kayle_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10074.png
Kayle,10066,Empyrean Kayle,10075,Empyrean Kayle (Tanzanite),"#54209B, #54209B",champions/Kayle/images/chromas/empyrean_kayle_empyrean_kayle_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10075.png
Kayle,10066,Empyrean Kayle,10076,Empyrean Kayle (Neon Facade),"#E14940, #83E584",champions/Kayle/images/chromas/empyrean_kayle_empyrean_kayle_neon_facade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10076.png
Kayle,10066,Empyrean Kayle,10077,Empyrean Kayle (MSI 2024 Chaos),"#EC633B, #555591",champions/Kayle/images/chromas/empyrean_kayle_empyrean_kayle_msi_2024_chaos.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10077.png
Kayle,10078,Spirit Blossom Kayle,10079,Spirit Blossom Kayle (Ruby),"#D33528, #D33528",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10079.png
Kayle,10078,Spirit Blossom Kayle,10080,Spirit Blossom Kayle (Citrine),"#DF9117, #DF9117",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10080.png
Kayle,10078,Spirit Blossom Kayle,10081,Spirit Blossom Kayle (Emerald),"#2DA130, #2DA130",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10081.png
Kayle,10078,Spirit Blossom Kayle,10082,Spirit Blossom Kayle (Tanzanite),"#54209B, #54209B",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10082.png
Kayle,10078,Spirit Blossom Kayle,10083,Spirit Blossom Kayle (Sapphire),"#2756CE, #2756CE",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10083.png
Kayle,10078,Spirit Blossom Kayle,10084,Spirit Blossom Kayle (Turquoise),"#73BFBE, #73BFBE",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10084.png
Kayle,10078,Spirit Blossom Kayle,10085,Spirit Blossom Kayle (Rose Quartz),"#E58BA5, #E58BA5",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10085.png
Kayle,10078,Spirit Blossom Kayle,10086,Spirit Blossom Kayle (Obsidian),"#27211C, #27211C",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10086.png
Kayle,10078,Spirit Blossom Kayle,10087,Spirit Blossom Kayle (Paragon),"#BCD6EF, #547DF1",champions/Kayle/images/chromas/spirit_blossom_kayle_spirit_blossom_kayle_paragon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/10/10087.png
Galio,3006,Birdio,3007,Birdio (Ruby),"#D33528, #D33528",champions/Galio/images/chromas/birdio_birdio_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3007.png
Galio,3006,Birdio,3008,Birdio (Aquamarine),"#6ABBEE, #6ABBEE",champions/Galio/images/chromas/birdio_birdio_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3008.png
Galio,3006,Birdio,3009,Birdio (Catseye),"#FFEE59, #FFEE59",champions/Galio/images/chromas/birdio_birdio_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3009.png
Galio,3006,Birdio,3010,Birdio (Citrine),"#DF9117, #DF9117",champions/Galio/images/chromas/birdio_birdio_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3010.png
Galio,3006,Birdio,3011,Birdio (Rose Quartz),"#E58BA5, #E58BA5",champions/Galio/images/chromas/birdio_birdio_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3011.png
Galio,3006,Birdio,3012,Birdio (Meteorite),"#5F432B, #5F432B",champions/Galio/images/chromas/birdio_birdio_meteorite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3012.png
Galio,3006,Birdio,3029,Birdio (Worlds Early Bird),"#0027F8, #252739",champions/Galio/images/chromas/birdio_birdio_worlds_early_bird.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3029.png
Galio,3013,Infernal Galio,3014,Infernal Galio (Peridot),"#B6E084, #B6E084",champions/Galio/images/chromas/infernal_galio_infernal_galio_peridot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3014.png
Galio,3013,Infernal Galio,3015,Infernal Galio (Catseye),"#FFEE59, #FFEE59",champions/Galio/images/chromas/infernal_galio_infernal_galio_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3015.png
Galio,3013,Infernal Galio,3016,Infernal Galio (Ruby),"#D33528, #D33528",champions/Galio/images/chromas/infernal_galio_infernal_galio_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3016.png
Galio,3013,Infernal Galio,3017,Infernal Galio (Rose Quartz),"#E58BA5, #E58BA5",champions/Galio/images/chromas/infernal_galio_infernal_galio_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3017.png
Galio,3013,Infernal Galio,3018,Infernal Galio (Pearl),"#ECF9F8, #ECF9F8",champions/Galio/images/chromas/infernal_galio_infernal_galio_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3018.png
Galio,3019,Dragon Guardian Galio,3020,Dragon Guardian Galio (Ruby),"#D33528, #D33528",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3020.png
Galio,3019,Dragon Guardian Galio,3021,Dragon Guardian Galio (Rose Quartz),"#E58BA5, #E58BA5",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3021.png
Galio,3019,Dragon Guardian Galio,3022,Dragon Guardian Galio (Amethyst),"#9C68D7, #9C68D7",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3022.png
Galio,3019,Dragon Guardian Galio,3023,Dragon Guardian Galio (Citrine),"#DF9117, #DF9117",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3023.png
Galio,3019,Dragon Guardian Galio,3024,Dragon Guardian Galio (Sapphire),"#2756CE, #2756CE",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3024.png
Galio,3019,Dragon Guardian Galio,3025,Dragon Guardian Galio (Emerald),"#2DA130, #2DA130",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3025.png
Galio,3019,Dragon Guardian Galio,3026,Dragon Guardian Galio (Pearl),"#ECF9F8, #ECF9F8",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3026.png
Galio,3019,Dragon Guardian Galio,3027,Dragon Guardian Galio (Obsidian),"#27211C, #27211C",champions/Galio/images/chromas/dragon_guardian_galio_dragon_guardian_galio_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3027.png
Galio,3028,Mythmaker Galio,3030,Mythmaker Galio (Ruby),"#D33528, #D33528",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3030.png
Galio,3028,Mythmaker Galio,3031,Mythmaker Galio (Turquoise),"#73BFBE, #73BFBE",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3031.png
Galio,3028,Mythmaker Galio,3032,Mythmaker Galio (Rose Quartz),"#E58BA5, #E58BA5",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3032.png
Galio,3028,Mythmaker Galio,3033,Mythmaker Galio (Sapphire),"#2756CE, #2756CE",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3033.png
Galio,3028,Mythmaker Galio,3034,Mythmaker Galio (Citrine),"#DF9117, #DF9117",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_citrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3034.png
Galio,3028,Mythmaker Galio,3035,Mythmaker Galio (Tanzanite),"#54209B, #54209B",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3035.png
Galio,3028,Mythmaker Galio,3036,Mythmaker Galio (Emerald),"#2DA130, #2DA130",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3036.png
Galio,3028,Mythmaker Galio,3037,Mythmaker Galio (Pearl),"#ECF9F8, #ECF9F8",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3037.png
Galio,3028,Mythmaker Galio,3038,Mythmaker Galio (Gilded),"#181818, #DDAA0E",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_gilded.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3038.png
Galio,3028,Mythmaker Galio,3039,Mythmaker Galio (Paragon),"#474AF7, #BCD6EF",champions/Galio/images/chromas/mythmaker_galio_mythmaker_galio_paragon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/3/3039.png
Akshan,166001,Cyber Pop Akshan,166002,Cyber Pop Akshan (Ruby),"#D33528, #D33528",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166002.png
Akshan,166001,Cyber Pop Akshan,166003,Cyber Pop Akshan (Catseye),"#FFEE59, #FFEE59",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166003.png
Akshan,166001,Cyber Pop Akshan,166004,Cyber Pop Akshan (Emerald),"#2DA130, #2DA130",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166004.png
Akshan,166001,Cyber Pop Akshan,166005,Cyber Pop Akshan (Sapphire),"#2756CE, #2756CE",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166005.png
Akshan,166001,Cyber Pop Akshan,166006,Cyber Pop Akshan (Tanzanite),"#54209B, #54209B",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166006.png
Akshan,166001,Cyber Pop Akshan,166007,Cyber Pop Akshan (Rose Quartz),"#E58BA5, #E58BA5",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166007.png
Akshan,166001,Cyber Pop Akshan,166008,Cyber Pop Akshan (Pearl),"#ECF9F8, #ECF9F8",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166008.png
Akshan,166001,Cyber Pop Akshan,166009,Cyber Pop Akshan (Obsidian),"#27211C, #27211C",champions/Akshan/images/chromas/cyber_pop_akshan_cyber_pop_akshan_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166009.png
Akshan,166010,Crystal Rose Akshan,166011,Crystal Rose Akshan (Ruby),"#D33528, #D33528",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166011.png
Akshan,166010,Crystal Rose Akshan,166012,Crystal Rose Akshan (Aquamarine),"#6ABBEE, #6ABBEE",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166012.png
Akshan,166010,Crystal Rose Akshan,166013,Crystal Rose Akshan (Emerald),"#2DA130, #2DA130",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166013.png
Akshan,166010,Crystal Rose Akshan,166014,Crystal Rose Akshan (Rose Quartz),"#E58BA5, #E58BA5",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166014.png
Akshan,166010,Crystal Rose Akshan,166015,Crystal Rose Akshan (Catseye),"#FFEE59, #FFEE59",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166015.png
Akshan,166010,Crystal Rose Akshan,166016,Crystal Rose Akshan (Amethyst),"#9C68D7, #9C68D7",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166016.png
Akshan,166010,Crystal Rose Akshan,166017,Crystal Rose Akshan (Obsidian),"#27211C, #27211C",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166017.png
Akshan,166010,Crystal Rose Akshan,166018,Crystal Rose Akshan (Pearl),"#ECF9F8, #ECF9F8",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166018.png
Akshan,166010,Crystal Rose Akshan,166019,Crystal Rose Akshan (Tiffany & Co.),"#6ECFCC, #ECF9F8",champions/Akshan/images/chromas/crystal_rose_akshan_crystal_rose_akshan_tiffany_co.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/166/166019.png
Nasus,75003,Dreadknight Nasus,75007,Dreadknight Nasus Plague Burn,"#6F1819, #252C4C",champions/Nasus/images/chromas/dreadknight_nasus_dreadknight_nasus_plague_burn.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75007.png
Nasus,75003,Dreadknight Nasus,75008,Dreadknight Nasus Plague Blight,"#388F25, #3E2245",champions/Nasus/images/chromas/dreadknight_nasus_dreadknight_nasus_plague_blight.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75008.png
Nasus,75003,Dreadknight Nasus,75009,Dreadknight Nasus Plague Frostbite,"#4AB8C2, #535381",champions/Nasus/images/chromas/dreadknight_nasus_dreadknight_nasus_plague_frostbite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75009.png
Nasus,75011,Lunar Guardian Nasus,75012,Lunar Guardian Nasus (Ruby),"#D33528, #D33528",champions/Nasus/images/chromas/lunar_guardian_nasus_lunar_guardian_nasus_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75012.png
Nasus,75011,Lunar Guardian Nasus,75013,Lunar Guardian Nasus (Meteorite),"#9F4A25, #9F4A25",champions/Nasus/images/chromas/lunar_guardian_nasus_lunar_guardian_nasus_meteorite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75013.png
Nasus,75011,Lunar Guardian Nasus,75014,Lunar Guardian Nasus (Pearl),"#ECF9F8, #ECF9F8",champions/Nasus/images/chromas/lunar_guardian_nasus_lunar_guardian_nasus_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75014.png
Nasus,75011,Lunar Guardian Nasus,75015,Lunar Guardian Nasus (Turquoise),"#73BFBE, #73BFBE",champions/Nasus/images/chromas/lunar_guardian_nasus_lunar_guardian_nasus_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75015.png
Nasus,75016,Battlecast Nasus,75017,Battlecast Nasus (Ruby),"#D33528, #D33528",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75017.png
Nasus,75016,Battlecast Nasus,75018,Battlecast Nasus (Catseye),"#FFEE59, #FFEE59",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75018.png
Nasus,75016,Battlecast Nasus,75019,Battlecast Nasus (Emerald),"#2DA130, #2DA130",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75019.png
Nasus,75016,Battlecast Nasus,75020,Battlecast Nasus (Sapphire),"#2756CE, #2756CE",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_sapphire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75020.png
Nasus,75016,Battlecast Nasus,75021,Battlecast Nasus (Aquamarine),"#6ABBEE, #6ABBEE",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75021.png
Nasus,75016,Battlecast Nasus,75022,Battlecast Nasus (Tanzanite),"#54209B, #54209B",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75022.png
Nasus,75016,Battlecast Nasus,75023,Battlecast Nasus (Pearl),"#ECF9F8, #ECF9F8",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75023.png
Nasus,75016,Battlecast Nasus,75024,Battlecast Nasus (Obsidian),"#27211C, #27211C",champions/Nasus/images/chromas/battlecast_nasus_battlecast_nasus_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75024.png
Nasus,75025,Space Groove Nasus,75026,Space Groove Nasus (Ruby),"#D33528, #D33528",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75026.png
Nasus,75025,Space Groove Nasus,75027,Space Groove Nasus (Catseye),"#FFEE59, #FFEE59",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75027.png
Nasus,75025,Space Groove Nasus,75028,Space Groove Nasus (Rose Quartz),"#E58BA5, #E58BA5",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75028.png
Nasus,75025,Space Groove Nasus,75029,Space Groove Nasus (Tanzanite),"#54209B, #54209B",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75029.png
Nasus,75025,Space Groove Nasus,75030,Space Groove Nasus (Amethyst),"#9C68D7, #9C68D7",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_amethyst.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75030.png
Nasus,75025,Space Groove Nasus,75031,Space Groove Nasus (Emerald),"#2DA130, #2DA130",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75031.png
Nasus,75025,Space Groove Nasus,75032,Space Groove Nasus (Obsidian),"#27211C, #27211C",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_obsidian.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75032.png
Nasus,75025,Space Groove Nasus,75033,Space Groove Nasus (Pearl),"#ECF9F8, #ECF9F8",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_pearl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75033.png
Nasus,75025,Space Groove Nasus,75034,Space Groove Nasus (Disco),"#9DFFEF, #AA55FF",champions/Nasus/images/chromas/space_groove_nasus_space_groove_nasus_disco.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75034.png
Nasus,75035,Armored Titan Nasus,75036,Armored Titan Nasus (Ruby),"#D33528, #D33528",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_ruby.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75036.png
Nasus,75035,Armored Titan Nasus,75037,Armored Titan Nasus (Catseye),"#FFEE59, #FFEE59",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_catseye.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75037.png
Nasus,75035,Armored Titan Nasus,75038,Armored Titan Nasus (Aquamarine),"#6ABBEE, #6ABBEE",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_aquamarine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75038.png
Nasus,75035,Armored Titan Nasus,75039,Armored Titan Nasus (Rose Quartz),"#E58BA5, #E58BA5",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_rose_quartz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75039.png
Nasus,75035,Armored Titan Nasus,75040,Armored Titan Nasus (Emerald),"#2DA130, #2DA130",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75040.png
Nasus,75035,Armored Titan Nasus,75041,Armored Titan Nasus (Tanzanite),"#54209B, #54209B",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_tanzanite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75041.png
Nasus,75035,Armored Titan Nasus,75042,Armored Titan Nasus (Turquoise),"#73BFBE, #73BFBE",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_turquoise.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75042.png
Nasus,75035,Armored Titan Nasus,75043,Armored Titan Nasus (Granite),"#85827F, #85827F",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_granite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75043.png
Nasus,75035,Armored Titan Nasus,75044,Armored Titan Nasus (Ace),"#FF70BA, #464646",champions/Nasus/images/chromas/armored_titan_nasus_armored_titan_nasus_ace.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/champion-chroma-images/75/75044.png
