champion,champion_id,skin_id,name,is_base,rarity,cost,availability,release,splash,tile,load_screen,sourceSplash,sourceTile,sourceLoad,voiceActor,set
Kayle,10,10042,Sun-Eater Kayle,False,kEpic,1350,Available,2022-04-28,champions/Kayle/images/skins/sun_eater_kayle_splash.jpg,champions/Kayle/images/skins/sun_eater_kayle_tile.jpg,champions/Kayle/images/skins/sun_eater_kayle_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin42/images/kayle_splash_centered_42.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin42/images/kayle_splash_tile_42.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin42/kayleloadscreen_42.jpg,Zehra Fazal,Eclipse
Kayle,10,10057,Immortal Journey Kayle,False,kEpic,1350,Available,2023-08-16,champions/Kayle/images/skins/immortal_journey_kayle_splash.jpg,champions/Kayle/images/skins/immortal_journey_kayle_tile.jpg,champions/Kayle/images/skins/immortal_journey_kayle_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin57/images/kayle_splash_centered_57.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin57/images/kayle_splash_tile_57.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin57/kayleloadscreen_57.jpg,Zehra Fazal,Immortal Journey
Kayle,10,10066,Empyrean Kayle,False,kEpic,1350,Available,2024-05-01,champions/Kayle/images/skins/empyrean_kayle_splash.jpg,champions/Kayle/images/skins/empyrean_kayle_tile.jpg,champions/Kayle/images/skins/empyrean_kayle_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin66/images/kayle_splash_centered_66.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin66/images/kayle_splash_tile_66.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin66/kayleloadscreen_66.jpg,Zehra Fazal,Empyrean
Kayle,10,10067,Prestige Empyrean Kayle,False,kMythic,Special,Rare,2024-05-01,champions/Kayle/images/skins/prestige_empyrean_kayle_splash.jpg,champions/Kayle/images/skins/prestige_empyrean_kayle_tile.jpg,champions/Kayle/images/skins/prestige_empyrean_kayle_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin67/images/kayle_splash_centered_67.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin67/images/kayle_splash_tile_67.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin67/kayleloadscreen_67.jpg,Zehra Fazal,Empyrean
Kayle,10,10078,Spirit Blossom Kayle,False,kEpic,1350,Available,2025-06-25,champions/Kayle/images/skins/spirit_blossom_kayle_splash.jpg,champions/Kayle/images/skins/spirit_blossom_kayle_tile.jpg,champions/Kayle/images/skins/spirit_blossom_kayle_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin78/images/kayle_splash_centered_78.skins_kayle_skin78.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin78/images/kayle_splash_tile_78.skins_kayle_skin78.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kayle/skins/skin78/kayleloadscreen_78.skins_kayle_skin78.jpg,Zehra Fazal,Spirit Blossom
Galio,3,3000,Galio,True,kNoRarity,790,Available,2010-08-10,champions/Galio/images/skins/galio_splash.jpg,champions/Galio/images/skins/galio_tile.jpg,champions/Galio/images/skins/galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/base/images/galio_splash_centered_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/base/images/galio_splash_tile_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/base/galioloadscreen.jpg,Josh Petersdorf,
Galio,3,3001,Enchanted Galio,False,kNoRarity,520,Available,2010-08-10,champions/Galio/images/skins/enchanted_galio_splash.jpg,champions/Galio/images/skins/enchanted_galio_tile.jpg,champions/Galio/images/skins/enchanted_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin01/images/galio_splash_centered_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin01/images/galio_splash_tile_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin01/galioloadscreen_1.jpg,Josh Petersdorf,Legacy
Galio,3,3002,Hextech Galio,False,kNoRarity,520,Legacy,2010-08-10,champions/Galio/images/skins/hextech_galio_splash.jpg,champions/Galio/images/skins/hextech_galio_tile.jpg,champions/Galio/images/skins/hextech_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin02/images/galio_splash_centered_2.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin02/images/galio_splash_tile_2.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin02/galioloadscreen_2.jpg,Josh Petersdorf,Hextech
Galio,3,3003,Commando Galio,False,kNoRarity,520,Available,2011-01-18,champions/Galio/images/skins/commando_galio_splash.jpg,champions/Galio/images/skins/commando_galio_tile.jpg,champions/Galio/images/skins/commando_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin03/images/galio_splash_centered_3.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin03/images/galio_splash_tile_3.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin03/galioloadscreen_3.jpg,Josh Petersdorf,Commando
Galio,3,3004,Gatekeeper Galio,False,kLegendary,1820,Available,2012-04-23,champions/Galio/images/skins/gatekeeper_galio_splash.jpg,champions/Galio/images/skins/gatekeeper_galio_tile.jpg,champions/Galio/images/skins/gatekeeper_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin04/images/galio_splash_centered_4.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin04/images/galio_splash_tile_4.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin04/galioloadscreen_4.jpg,Josh Petersdorf,Demonic
Galio,3,3005,Debonair Galio,False,kNoRarity,750,Available,2015-04-13,champions/Galio/images/skins/debonair_galio_splash.jpg,champions/Galio/images/skins/debonair_galio_tile.jpg,champions/Galio/images/skins/debonair_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin05/images/galio_splash_centered_5.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin05/images/galio_splash_tile_5.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin05/galioloadscreen_5.jpg,Josh Petersdorf,Debonair
Galio,3,3006,Birdio,False,kNoRarity,975,Available,2018-03-29,champions/Galio/images/skins/birdio_splash.jpg,champions/Galio/images/skins/birdio_tile.jpg,champions/Galio/images/skins/birdio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin06/images/galio_splash_centered_6.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin06/images/galio_splash_tile_6.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin06/galioloadscreen_6.jpg,Josh Petersdorf,Culinary Masters
Galio,3,3013,Infernal Galio,False,kEpic,1350,Available,2019-09-05,champions/Galio/images/skins/infernal_galio_splash.jpg,champions/Galio/images/skins/infernal_galio_tile.jpg,champions/Galio/images/skins/infernal_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin13/images/galio_splash_centered_13.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin13/images/galio_splash_tile_13.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin13/galioloadscreen_13.jpg,Josh Petersdorf,Infernal
Galio,3,3019,Dragon Guardian Galio,False,kEpic,1350,Available,2021-04-15,champions/Galio/images/skins/dragon_guardian_galio_splash.jpg,champions/Galio/images/skins/dragon_guardian_galio_tile.jpg,champions/Galio/images/skins/dragon_guardian_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin19/images/galio_splash_centered_19.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin19/images/galio_splash_tile_19.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin19/galioloadscreen_19.jpg,Josh Petersdorf,Dragon World
Galio,3,3028,Mythmaker Galio,False,kEpic,1350,Legacy,2023-01-12,champions/Galio/images/skins/mythmaker_galio_splash.jpg,champions/Galio/images/skins/mythmaker_galio_tile.jpg,champions/Galio/images/skins/mythmaker_galio_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin28/images/galio_splash_centered_28.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin28/images/galio_splash_tile_28.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/galio/skins/skin28/galioloadscreen_28.jpg,Josh Petersdorf,Mythmaker
Akshan,166,166000,Akshan,True,kNoRarity,975,Available,2021-07-22,champions/Akshan/images/skins/akshan_splash.jpg,champions/Akshan/images/skins/akshan_tile.jpg,champions/Akshan/images/skins/akshan_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/base/images/akshan_splash_centered_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/base/images/akshan_splash_tile_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/base/akshanloadscreen.jpg,Sunil Malhotra,
Akshan,166,166001,Cyber Pop Akshan,False,kEpic,1350,Available,2021-07-22,champions/Akshan/images/skins/cyber_pop_akshan_splash.jpg,champions/Akshan/images/skins/cyber_pop_akshan_tile.jpg,champions/Akshan/images/skins/cyber_pop_akshan_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin01/images/akshan_splash_centered_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin01/images/akshan_splash_tile_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin01/akshanloadscreen_1.jpg,Sunil Malhotra,Cyber Pop
Akshan,166,166010,Crystal Rose Akshan,False,kEpic,1350,Available,2022-02-10,champions/Akshan/images/skins/crystal_rose_akshan_splash.jpg,champions/Akshan/images/skins/crystal_rose_akshan_tile.jpg,champions/Akshan/images/skins/crystal_rose_akshan_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin10/images/akshan_splash_centered_10.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin10/images/akshan_splash_tile_10.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin10/akshanloadscreen_10.jpg,Sunil Malhotra,Crystal Rose
Akshan,166,166020,Three Honors Akshan,False,kNoRarity,Special,Rare,2024-01-24,champions/Akshan/images/skins/three_honors_akshan_splash.jpg,champions/Akshan/images/skins/three_honors_akshan_tile.jpg,champions/Akshan/images/skins/three_honors_akshan_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin20/images/akshan_splash_centered_20.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin20/images/akshan_splash_tile_20.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/akshan/skins/skin20/akshanloadscreen_20.jpg,Sunil Malhotra,Three Honors
Nasus,75,75000,Nasus,True,kNoRarity,585,Available,2009-09-30,champions/Nasus/images/skins/nasus_splash.jpg,champions/Nasus/images/skins/nasus_tile.jpg,champions/Nasus/images/skins/nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/base/images/nasus_splash_centered_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/base/images/nasus_splash_tile_0.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/base/nasusloadscreen.jpg,Erik Todd Dellums,
Nasus,75,75001,Galactic Nasus,False,kNoRarity,520,Available,2010-07-13,champions/Nasus/images/skins/galactic_nasus_splash.jpg,champions/Nasus/images/skins/galactic_nasus_tile.jpg,champions/Nasus/images/skins/galactic_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin01/images/nasus_splash_centered_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin01/images/nasus_splash_tile_1.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin01/nasusloadscreen_1.jpg,Erik Todd Dellums,Galactic
Nasus,75,75002,Pharaoh Nasus,False,kNoRarity,520,Available,2010-11-02,champions/Nasus/images/skins/pharaoh_nasus_splash.jpg,champions/Nasus/images/skins/pharaoh_nasus_tile.jpg,champions/Nasus/images/skins/pharaoh_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin02/images/nasus_splash_centered_2.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin02/images/nasus_splash_tile_2.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin02/nasusloadscreen_2.jpg,Erik Todd Dellums,Pharaoh
Nasus,75,75003,Dreadknight Nasus,False,kNoRarity,975,Available,2011-04-26,champions/Nasus/images/skins/dreadknight_nasus_splash.jpg,champions/Nasus/images/skins/dreadknight_nasus_tile.jpg,champions/Nasus/images/skins/dreadknight_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin03/images/nasus_splash_centered_3.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin03/images/nasus_splash_tile_3.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin03/nasusloadscreen_3.jpg,Erik Todd Dellums,Dreadknights
Nasus,75,75004,Riot K-9 Nasus,False,kNoRarity,975,Legacy,2011-08-16,champions/Nasus/images/skins/riot_k_9_nasus_splash.jpg,champions/Nasus/images/skins/riot_k_9_nasus_tile.jpg,champions/Nasus/images/skins/riot_k_9_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin04/images/nasus_splash_centered_4.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin04/images/nasus_splash_tile_4.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin04/nasusloadscreen_4.jpg,Erik Todd Dellums,Riot
Nasus,75,75005,Infernal Nasus,False,kLegendary,1820,Available,2013-11-20,champions/Nasus/images/skins/infernal_nasus_splash.jpg,champions/Nasus/images/skins/infernal_nasus_tile.jpg,champions/Nasus/images/skins/infernal_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin05/images/nasus_splash_centered_5.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin05/images/nasus_splash_tile_5.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin05/nasusloadscreen_5.jpg,Erik Todd Dellums,Infernal
Nasus,75,75006,Archduke Nasus,False,kNoRarity,750,Available,2015-03-31,champions/Nasus/images/skins/archduke_nasus_splash.jpg,champions/Nasus/images/skins/archduke_nasus_tile.jpg,champions/Nasus/images/skins/archduke_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin06/images/nasus_splash_centered_6.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin06/images/nasus_splash_tile_6.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin06/nasusloadscreen_6.jpg,Erik Todd Dellums,High Society
Nasus,75,75010,Worldbreaker Nasus,False,kNoRarity,750,Available,2016-11-10,champions/Nasus/images/skins/worldbreaker_nasus_splash.jpg,champions/Nasus/images/skins/worldbreaker_nasus_tile.jpg,champions/Nasus/images/skins/worldbreaker_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin10/images/nasus_splash_centered_10.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin10/images/nasus_splash_tile_10.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin10/nasusloadscreen_10.jpg,Erik Todd Dellums,Worldbreaker
Nasus,75,75011,Lunar Guardian Nasus,False,kEpic,1350,Legacy,2018-02-08,champions/Nasus/images/skins/lunar_guardian_nasus_splash.jpg,champions/Nasus/images/skins/lunar_guardian_nasus_tile.jpg,champions/Nasus/images/skins/lunar_guardian_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin11/images/nasus_splash_centered_11.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin11/images/nasus_splash_tile_11.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin11/nasusloadscreen_11.jpg,Erik Todd Dellums,Lunar Revel
Nasus,75,75016,Battlecast Nasus,False,kEpic,1350,Available,2020-11-12,champions/Nasus/images/skins/battlecast_nasus_splash.jpg,champions/Nasus/images/skins/battlecast_nasus_tile.jpg,champions/Nasus/images/skins/battlecast_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin16/images/nasus_splash_centered_16.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin16/images/nasus_splash_tile_16.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin16/nasusloadscreen_16.jpg,Erik Todd Dellums,Battlecast
Nasus,75,75025,Space Groove Nasus,False,kEpic,1350,Available,2021-04-01,champions/Nasus/images/skins/space_groove_nasus_splash.jpg,champions/Nasus/images/skins/space_groove_nasus_tile.jpg,champions/Nasus/images/skins/space_groove_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin25/images/nasus_splash_centered_25.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin25/images/nasus_splash_tile_25.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin25/nasusloadscreen_25.jpg,Erik Todd Dellums,Space Groove
Nasus,75,75035,Armored Titan Nasus,False,kEpic,1350,Available,2022-08-25,champions/Nasus/images/skins/armored_titan_nasus_splash.jpg,champions/Nasus/images/skins/armored_titan_nasus_tile.jpg,champions/Nasus/images/skins/armored_titan_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin35/images/nasus_splash_centered_35.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin35/images/nasus_splash_tile_35.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin35/nasusloadscreen_35.jpg,Erik Todd Dellums,Steel Valkyries
Nasus,75,75045,Nightbringer Nasus,False,kEpic,1350,Available,2023-04-20,champions/Nasus/images/skins/nightbringer_nasus_splash.jpg,champions/Nasus/images/skins/nightbringer_nasus_tile.jpg,champions/Nasus/images/skins/nightbringer_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin45/images/nasus_splash_centered_45.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin45/images/nasus_splash_tile_45.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin45/nasusloadscreen_45.jpg,Erik Todd Dellums,Nightbringer and Dawnbringer
Nasus,75,75054,Fatemaker Nasus,False,kEpic,1350,Available,2025-04-16,champions/Nasus/images/skins/fatemaker_nasus_splash.jpg,champions/Nasus/images/skins/fatemaker_nasus_tile.jpg,champions/Nasus/images/skins/fatemaker_nasus_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin54/images/nasus_splash_centered_54.skins_nasus_skin54.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin54/images/nasus_splash_tile_54.skins_nasus_skin54.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nasus/skins/skin54/nasusloadscreen_54.skins_nasus_skin54.jpg,Erik Todd Dellums,Fatemakers and Fatebreakers
LeBlanc,7,7000,LeBlanc,True,kNoRarity,790,Available,2010-11-02,champions/Leblanc/images/skins/leblanc_splash.jpg,champions/Leblanc/images/skins/leblanc_tile.jpg,champions/Leblanc/images/skins/leblanc_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/base/images/leblanc_splash_centered_0.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/base/images/leblanc_splash_tile_0.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/base/leblancloadscreen_0.leblanc_rework.jpg,Naomi McDonald,
LeBlanc,7,7001,Wicked LeBlanc,False,kNoRarity,750,Available,2010-11-02,champions/Leblanc/images/skins/wicked_leblanc_splash.jpg,champions/Leblanc/images/skins/wicked_leblanc_tile.jpg,champions/Leblanc/images/skins/wicked_leblanc_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin01/images/leblanc_splash_centered_1.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin01/images/leblanc_splash_tile_1.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin01/leblancloadscreen_1.leblanc_rework.jpg,Carrie Keranen,Legacy
LeBlanc,7,7002,Prestigious LeBlanc,False,kNoRarity,750,Available,2010-11-02,champions/Leblanc/images/skins/prestigious_leblanc_splash.jpg,champions/Leblanc/images/skins/prestigious_leblanc_tile.jpg,champions/Leblanc/images/skins/prestigious_leblanc_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin02/images/leblanc_splash_centered_2.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin02/images/leblanc_splash_tile_2.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin02/leblancloadscreen_2.leblanc_rework.jpg,Naomi McDonald,Day Job
LeBlanc,7,7003,Mistletoe LeBlanc,False,kNoRarity,975,Legacy,2011-12-14,champions/Leblanc/images/skins/mistletoe_leblanc_splash.jpg,champions/Leblanc/images/skins/mistletoe_leblanc_tile.jpg,champions/Leblanc/images/skins/mistletoe_leblanc_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin03/images/leblanc_splash_centered_3.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin03/images/leblanc_splash_tile_3.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin03/leblancloadscreen_3.leblanc_rework.jpg,Naomi McDonald,Snowdown Showdown
LeBlanc,7,7004,Ravenborn LeBlanc,False,kNoRarity,1350,Legacy,2014-10-28,champions/Leblanc/images/skins/ravenborn_leblanc_splash.jpg,champions/Leblanc/images/skins/ravenborn_leblanc_tile.jpg,champions/Leblanc/images/skins/ravenborn_leblanc_load.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin04/images/leblanc_splash_centered_4.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin04/images/leblanc_splash_tile_4.leblanc_rework.jpg,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/leblanc/skins/skin04/leblancloadscreen_4.leblanc_rework.jpg,Naomi McDonald,Trick-or-Treat
