id,name,plaintext,description,gold_total,gold_base,gold_sell,purchasable,tags,stats,image,sourceUrl
223073,Experimental Hexplate,,"40 Attack Damage 30% Attack Speed 450 Health Hexcharged Gain 30 Ultimate Ability Haste. Overdrive After casting your Ultimate, gain 50% Attack Speed and 20% Move Speed for 8 seconds.",2500,2500,1750,True,"Health, Damage, AttackSpeed, CooldownReduction, NonbootsMovement, AbilityHaste","FlatHPPoolMod:450, FlatPhysicalDamageMod:40, PercentAttackSpeedMod:0.3",images/items/experimental_hexplate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3073_hexaegis.png
223074,Ravenous Hydra,,70 Attack Damage 15 Ability Haste 15% Life Steal Cleave: Attacks and Abilities deal physical damage to other nearby enemies. Activate to hit nearby enemies. Ravenous Crescent Deal physical damage to enemies around you. Your Life Steal applies to this damage.,2500,2500,1250,True,"Damage, LifeSteal, CooldownReduction, OnHit, AbilityHaste","FlatPhysicalDamageMod:70, PercentLifeStealMod:0.15",images/items/ravenous_hydra.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3074_fighter_t3_ravenoushydra.png
223075,Thornmail,,"300 Health 60 Armor Thorns: When struck by an Attack, deal damage to the attacker and apply 40% Grievous Wounds if they are a champion. Grievous Wounds reduces the effectiveness of Healing and Regeneration effects.",2500,2500,1250,True,"Health, Armor","FlatHPPoolMod:300, FlatArmorMod:60",images/items/thornmail.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3075_tank_t3_thornmail.png
223078,Trinity Force,,"35 Attack Damage 25% Attack Speed 333 Health 20 Ability Haste Spellblade After using an Ability, your next Attack is enhanced with  additional physical damage. Quicken Basic attacks grant Move Speed.",2500,2500,1250,True,"Health, Damage, AttackSpeed, CooldownReduction, OnHit, NonbootsMovement, AbilityHaste","FlatHPPoolMod:333, FlatPhysicalDamageMod:35, PercentAttackSpeedMod:0.25",images/items/trinity_force.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3078_fighter_t4_trinityforce.png
223084,Heartsteel,,700 Health Colossal Consumption (0s) per target Charge up a powerful attack against a champion over time while near them. The charged attack deals bonus physical damage and grants permanent max Health. Goliath Gain increased size based on Total Health.,2500,2500,1250,True,Health,FlatHPPoolMod:700,images/items/heartsteel.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3084_tank_t4_heartsteel.png
223085,Runaan's Hurricane,,"45% Attack Speed 25% Critical Strike Chance 4% Move Speed Wind's Fury When Attacking, bolts are fired at up to 2 enemies near the target. Bolts apply On-Hit effects and can Critically Strike. Item is for Ranged champions only.",2500,2500,1250,True,"CriticalStrike, AttackSpeed, OnHit, NonbootsMovement","FlatCritChanceMod:0.25, PercentAttackSpeedMod:0.45, PercentMovementSpeedMod:0.04",images/items/runaan_s_hurricane.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3085_marksman_t3_runaans.png
223087,Statikk Shiv,,"45 Attack Damage 40% Attack Speed 4% Move Speed Electrospark Attacks trigger chain lightning On-Hit , dealing magic damage with a cooldown. Electroshock Takedowns within 3 seconds of damaging the target reset Electrospark's cooldown.",2500,2500,1250,True,"Damage, AttackSpeed, OnHit, NonbootsMovement","FlatPhysicalDamageMod:45, PercentAttackSpeedMod:0.4, PercentMovementSpeedMod:0.04",images/items/statikk_shiv.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3087_statikk_shiv.png
223089,Rabadon's Deathcap,,65 Ability Power Magical Opus Increases your total Ability Power by 30% .,2500,2500,1250,True,SpellDamage,FlatMagicDamageMod:65,images/items/rabadon_s_deathcap.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3089_mage_t3_deathcap.png
223091,Wit's End,,50% Attack Speed 40 Magic Resist 20% Tenacity Fray: Attacks apply magic damage On-Hit and grant Move Speed.,2500,2500,1250,True,"SpellBlock, AttackSpeed, OnHit, Tenacity","FlatSpellBlockMod:40, PercentAttackSpeedMod:0.5",images/items/wit_s_end.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3091_fighter_t3_witsend.png
223094,Rapid Firecannon,,"30% Attack Speed 25% Critical Strike Chance 4% Move Speed Energized Moving and Attacking generates an Energized Attack . Sharpshooter Your Energized Attack applies 200 bonus magic damage . In addition, Energized attacks gain up to 35% bonus Attack Range. Energized stacks twice as fast in Arena.",2500,2500,1250,True,"CriticalStrike, AttackSpeed, NonbootsMovement","FlatCritChanceMod:0.25, PercentAttackSpeedMod:0.3, PercentMovementSpeedMod:0.04",images/items/rapid_firecannon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3094_marksman_t3_rapidfirehandcannon.png
223095,Stormrazor,,45 Attack Damage 25% Attack Speed 25% Critical Strike Chance Energized Moving and Attacking generates an Energized Attack . Bolt Your Energized Attack applies bonus magic damage and grants 45% Move Speed for 1.5s. Energized stacks twice as fast in Arena.,2500,2500,1250,True,"Damage, CriticalStrike","FlatCritChanceMod:0.25, FlatPhysicalDamageMod:45, PercentAttackSpeedMod:0.25",images/items/stormrazor.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3095_windblade.png
223100,Lich Bane,,"80 Ability Power 10% Move Speed 20 Ability Haste Spellblade (0s) After using an Ability, your next Attack is enhanced with an additional magic damage On-Hit .",2500,2500,1250,True,"SpellDamage, OnHit, NonbootsMovement, AbilityHaste","FlatMagicDamageMod:80, PercentMovementSpeedMod:0.1",images/items/lich_bane.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3100_mage_t3_lichbane.png
223102,Banshee's Veil,,80 Ability Power 40 Magic Resist Annul Grants a Spell Shield that blocks the next enemy Ability. Item cooldown is restarted if you take damage from champions before it is completed.,2500,2500,1250,True,"SpellBlock, SpellDamage","FlatSpellBlockMod:40, FlatMagicDamageMod:80",images/items/banshee_s_veil.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3102_mage_t3_bansheesveil.png
223105,Aegis of the Legion,,30 Armor 30 Magic Resist 10 Ability Haste,500,500,350,False,"SpellBlock, Armor, CooldownReduction, AbilityHaste","FlatSpellBlockMod:30, FlatArmorMod:30",images/items/aegis_of_the_legion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3105_tank_t2_aegisofthelegion.png
223107,Redemption,,"300 Health 15 Ability Haste 100% Base Mana Regen 16% Heal and Shield Power ACTIVE (0s) Intervention Target an area within. After 2.5 seconds, call down a beam of light to restore Health to allies and damage enemy champions.",2500,2500,1250,True,"Health, ManaRegen, CooldownReduction, AbilityHaste",FlatHPPoolMod:300,images/items/redemption.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3107_enchanter_t3_redemption.png
223109,Knight's Vow,,"400 Health 50 Armor 15 Ability Haste Sacrifice While near your Worthy ally, take 12% of the damage they receive and heal for 10% of the damage they deal to Champions. ACTIVE (0s) Pledge Designate an ally who is Worthy .",2500,2500,1250,True,"Health, Armor, Aura, Active, CooldownReduction, AbilityHaste","FlatHPPoolMod:400, FlatArmorMod:50",images/items/knight_s_vow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3109_tank_t3_knightsvow.png
223110,Frozen Heart,,90 Armor 450 Mana 15 Ability Haste Winter's Caress Reduces the Attack Speed of nearby enemies.,2500,2500,1250,True,"Armor, Mana, Aura, CooldownReduction, AbilityHaste","FlatMPPoolMod:450, FlatArmorMod:90",images/items/frozen_heart.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3110_tank_t3_frozenheart.png
223111,Mercury's Treads,,30 Magic Resist 30 Move Speed 30% Tenacity,500,500,350,True,"Boots, SpellBlock, Tenacity","FlatSpellBlockMod:30, FlatMovementSpeedMod:30",images/items/mercury_s_treads.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3111_class_t2_mercurystreads.png
223112,Guardian's Orb,,"55 Ability Power 25 Ability Haste Recovery Restores 10 Mana every 5 seconds. If you can't gain mana, restores 15 Health instead.",500,500,250,True,"SpellDamage, ManaRegen, CooldownReduction, Lane",FlatMagicDamageMod:55,images/items/guardian_s_orb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3112_aram_t1_guardiansorb.png
223115,Nashor's Tooth,,70 Ability Power 45% Attack Speed 10 Ability Haste Icathian Bite Attacks apply magic damage On-Hit .,2500,2500,1250,True,"AttackSpeed, SpellDamage, OnHit, AbilityHaste","FlatMagicDamageMod:70, PercentAttackSpeedMod:0.45",images/items/nashor_s_tooth.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3115_mage_t3_nashorstooth.png
223116,Rylai's Crystal Scepter,,60 Ability Power 350 Health Rimefrost Damaging Abilities Slow enemies by 30% for 1 second.,2500,2500,1250,True,"Health, SpellDamage, Slow","FlatHPPoolMod:350, FlatMagicDamageMod:60",images/items/rylai_s_crystal_scepter.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3116_mage_t3_rylajscrystalscepter.png
223118,Malignance,,"70 Ability Power 600 Mana 20 Ability Haste Scorn Your Ultimate spells gain Ability Haste. Hatefog Damaging a champion with your Ultimate Burns the ground beneath them, dealing damage and reducing their Magic Resist.",2500,2500,1250,True,"SpellDamage, Mana, AbilityHaste","FlatMPPoolMod:600, FlatMagicDamageMod:70",images/items/malignance.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3118_malignance.png
223119,Winter's Approach,,"400 Health 600 Mana 15 Ability Haste Awe: Gain bonus Health equal to Total Mana . Mana Charge: After 2 combat rounds , this item transforms into Fimbulwinter .",2500,2500,1250,True,"Health, Mana, AbilityHaste","FlatMPPoolMod:600, FlatHPPoolMod:400",images/items/winter_s_approach.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3119_wintersapproach.png
223121,Fimbulwinter,,400 Health 1000 Mana 15 Ability Haste Awe: Gain bonus Health based on Mana. Everlasting: Immobilizing or Slowing an enemy champion grants a Shield. The Shield is increased if more than one enemy is nearby.,2500,2500,1750,False,"Health, Mana, AbilityHaste","FlatMPPoolMod:1000, FlatHPPoolMod:400",images/items/fimbulwinter.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3121_fimbulwinter.png
223124,Guinsoo's Rageblade,,"20 Attack Damage 25 Ability Power 25% Attack Speed Attacks apply 30 magic damage On-Hit . Seething Strike Basic attacks grant 8% Attack Speed , stacking up to 4 times for a maximum of Attack Speed . While fully stacked, every third Attack applies your On-Hit effects twice.",2500,2500,1250,True,"Damage, AttackSpeed, SpellDamage, OnHit","FlatMagicDamageMod:25, FlatPhysicalDamageMod:20, PercentAttackSpeedMod:0.25",images/items/guinsoo_s_rageblade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3124_marksman_t3_guinsoosrageblade.png
223135,Void Staff,,65 Ability Power 40% Magic Penetration,2500,2500,1250,True,"MagicPenetration, SpellDamage",FlatMagicDamageMod:65,images/items/void_staff.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3135_mage_t3_voidstaff.png
223137,Cryptbloom,,"60 Ability Power 30% Magic Penetration 15 Ability Haste Life from Death When a champion that you damaged within 3 seconds dies, a nova spreads from their corpse that heals .",2500,2500,1250,True,"SpellDamage, MagicPenetration, AbilityHaste",FlatMagicDamageMod:60,images/items/cryptbloom.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3137_cryptbloom.png
223139,Mercurial Scimitar,,45 Attack Damage 40 Magic Resist 10% Life Steal Active - Quicksilver: Remove all crowd control debuffs and gain Move Speed.,2500,2500,1250,True,"SpellBlock, Damage, LifeSteal, Active, NonbootsMovement, Tenacity","FlatSpellBlockMod:40, FlatPhysicalDamageMod:45, PercentLifeStealMod:0.1",images/items/mercurial_scimitar.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3139_marksman_t3_mercurialscimitar.png
223142,Youmuu's Ghostblade,,55 Attack Damage 22 Lethality 4% Move Speed Haunt Gain Move Speed while out of combat. ACTIVE (0s) Wraith Step Gain Move Speed and Ghosting.,2500,2500,1250,True,"Damage, Active, NonbootsMovement, ArmorPenetration","FlatPhysicalDamageMod:55, PercentMovementSpeedMod:0.04",images/items/youmuu_s_ghostblade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3142_assassin_t3_youmuusghostblade.png
223143,Randuin's Omen,,300 Health 75 Armor Resilience Critical Strikes deal 30% less damage to you. Humility Slow nearby enemies. ACTIVE (0s) Humility Briefly Slow nearby enemies by 70% for 2 seconds.,2500,2500,1250,True,"Health, Armor, Active, Slow","FlatHPPoolMod:300, FlatArmorMod:75",images/items/randuin_s_omen.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3143_tank_t3_randuinsomen.png
223146,Hextech Gunblade,,"90 Ability Power 45 Attack Damage 15% Omnivamp ACTIVE (0s) Lightning Bolt Shocks the target enemy champion, dealing  magic damage and slowing them by 40% for 2 seconds.",2500,2500,1250,True,"Damage, LifeSteal, SpellDamage, Active, SpellVamp","FlatMagicDamageMod:90, FlatPhysicalDamageMod:45",images/items/hextech_gunblade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3146_hextechgunblade.png
223152,Hextech Rocketbelt,,"95 Ability Power 400 Health 20 Ability Haste Active - Supersonic: Dash in target direction, unleashing an arc of magic missiles that deal damage.",2500,2500,1250,True,"Health, SpellDamage, Active, CooldownReduction, NonbootsMovement, AbilityHaste","FlatHPPoolMod:400, FlatMagicDamageMod:95",images/items/hextech_rocketbelt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3152_mage_t4_hextechrocketbelt.png
223153,Blade of The Ruined King,,30 Attack Damage 20% Attack Speed 10% Life Steal Mist's Edge Attacks apply an additional enemy current Health physical damage On-Hit . Clawing Shadows (0s) Attacking a champion 3 times Slows them.,2500,2500,1250,True,"Damage, AttackSpeed, LifeSteal, Slow, OnHit","FlatPhysicalDamageMod:30, PercentAttackSpeedMod:0.2, PercentLifeStealMod:0.1",images/items/blade_of_the_ruined_king.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3153_fighter_t3_bladeoftheruinedking.png
223156,Maw of Malmortius,,"50 Attack Damage 15 Ability Haste 40 Magic Resist Lifeline Upon taking magic damage that would reduce Health below 30%, gain a magic damage Shield. When Lifeline triggers, gain Omnivamp until the end of combat.",2500,2500,1250,True,"SpellBlock, Damage, LifeSteal, SpellVamp, AbilityHaste","FlatSpellBlockMod:40, FlatPhysicalDamageMod:50",images/items/maw_of_malmortius.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3156_fighter_t3_mawofmalmortius.png
223157,Zhonya's Hourglass,,"80 Ability Power 50 Armor Active - Stasis: You become Invulnerable and Untargetable for 2.5 seconds, but are prevented from taking any other actions during this time (120s) .",2500,2500,1250,True,"Armor, SpellDamage, Active","FlatMagicDamageMod:80, FlatArmorMod:50",images/items/zhonya_s_hourglass.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3157_mage_t3_zhonyashourglass.png
223158,Ionian Boots of Lucidity,,40 Ability Haste 45 Move Speed Gain 10 Summoner Spell Haste.,500,500,350,True,"Boots, CooldownReduction",FlatMovementSpeedMod:45,images/items/ionian_boots_of_lucidity.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3158_class_t2_ionianbootsoflucidity.png
223161,Spear of Shojin,,40 Attack Damage 350 Health Dragonforce Gain 25 Basic Ability Haste. Focused Will Dealing damage with Abilities increases your Champion's Ability and Passive damage by 3% for 6 seconds. (stacks 4 times).,2500,2500,1250,True,"Health, Damage, AbilityHaste","FlatHPPoolMod:350, FlatPhysicalDamageMod:40",images/items/spear_of_shojin.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3161_fighter_t3_spearofshojin.png
223165,Morellonomicon,,"90 Ability Power 250 Health 15 Ability Haste Affliction Dealing magic damage applies 40% Grievous Wounds to enemy champions for 3 seconds. If an enemy heals for more than 60% of their maximum health while continously affected by Grievous Wounds , it is increased to 80% Grievous Wounds . Grievous Wounds reduces the effectiveness of Healing and Regeneration effects.",2500,2500,1250,True,"Health, SpellDamage, CooldownReduction, AbilityHaste","FlatHPPoolMod:250, FlatMagicDamageMod:90",images/items/morellonomicon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3165_mage_t3_morellonomicon.png
223172,Zephyr,,"50% Attack Speed 10% Move Speed 30 Ability Haste 20% Tenacity Like the Wind Gain 5% Move Speed On-Hit for 6 seconds, stacking up to 25% Move Speed. Tenacity reduces the duration of Stun , Slow , Taunt , Fear , Silence , Blind , Polymorph and Immobilizing effects. It has no effect on Airborne or Suppression .",2500,2500,1250,True,"AttackSpeed, CooldownReduction, OnHit, NonbootsMovement, Tenacity","PercentAttackSpeedMod:0.5, PercentMovementSpeedMod:0.1",images/items/zephyr.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3172_zephyr.png
223177,Guardian's Blade,,25 Attack Damage 250 Health 15 Ability Haste,500,500,250,True,"Health, Damage, Lane, AbilityHaste","FlatHPPoolMod:250, FlatPhysicalDamageMod:25",images/items/guardian_s_blade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3177_aram_t1_guardiansblade.png
223181,Hullbreaker,,"40 Attack Damage 500 Health 4% Move Speed Skipper Every fifth Attack against champions and epic monsters deals bonus physical damage , increased to against structures. Solo Party While no allied champions are within 1500 range, you gain Armor and Magic Resist .",2500,2500,1250,True,"Health, Damage, NonbootsMovement","FlatHPPoolMod:500, FlatPhysicalDamageMod:40, PercentMovementSpeedMod:0.04",images/items/hullbreaker.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3181_hullbreaker.png
223184,Guardian's Hammer,,25 Attack Damage 35% Attack Speed 5% Life Steal,500,500,250,True,"Health, Damage, LifeSteal, Lane","FlatPhysicalDamageMod:25, PercentAttackSpeedMod:0.35, PercentLifeStealMod:0.05",images/items/guardian_s_hammer.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3177_aram_t1_guardianshammer.png
223185,Guardian's Dirk,,25 Attack Damage 11 Lethality 10 Ability Haste Agricultural Reaper Increases effects of Power Flower by 20%. Gain 100 Move speed for 3s after attacking a plant.,500,500,250,True,"Damage, ArmorPenetration, Lane",FlatPhysicalDamageMod:25,images/items/guardian_s_dirk.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3181_sanguineblade.png
223190,Locket of the Iron Solari,,"400 Health 25 Armor 35 Magic Resist 25 Ability Haste Devotion Grant nearby allies a Shield , decaying over time.",2500,2500,1250,True,"Health, SpellBlock, Armor, Aura, Active, MagicResist, AbilityHaste","FlatSpellBlockMod:35, FlatHPPoolMod:400, FlatArmorMod:25",images/items/locket_of_the_iron_solari.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3190_enchanter_t4_locketofironsolari.png
223193,Gargoyle Stoneplate,,60 Armor 60 Magic Resist 15 Ability Haste Fortify: Taking damage from a champion grants a stack of Armor and Magic Resist for 6 seconds. Max 5 stacks; 1 per champion. Active - Unbreakable: Gain a Shield that decays and grow in size.,2500,2500,1750,False,"SpellBlock, Armor, Active, CooldownReduction, AbilityHaste","FlatSpellBlockMod:60, FlatArmorMod:60",images/items/gargoyle_stoneplate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3193_tank_t3_gargoylestoneplate.png
223222,Mikael's Blessing,,400 Health 100% Base Mana Regen 16% Heal and Shield Power ACTIVE (0s) Purify Restore Health and Remove all crowd control debuffs (except Knockups and Suppression ) from an ally champion.,2500,2500,1250,True,"Health, ManaRegen, Active, CooldownReduction, Tenacity, AbilityHaste",FlatHPPoolMod:400,images/items/mikael_s_blessing.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3222_enchanter_t3_mikaelsblessing.png
223302,Terminus,,30 Attack Damage 25% Attack Speed Shadow Attacks deal 30 bonus magic damage On-Hit . Juxtaposition Alternate between Light and Dark Attacks against champions: Light Attacks grant Armor and Magic Resist for 5s. Dark Attacks grant 8% Armor Penetration and Magic Penetration for 5s.,2500,2500,1250,True,"Damage, AttackSpeed, OnHit, MagicPenetration, ArmorPenetration","FlatPhysicalDamageMod:30, PercentAttackSpeedMod:0.25",images/items/terminus.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3302_terminus.png
223504,Ardent Censer,,"40 Ability Power 12% Heal and Shield Power 150% Base Mana Regen 6% Move Speed Sanctify Healing or Shielding another ally enhances you both for 6 seconds, granting your Attacks 40% Attack Speed and 25 magic damage On-Hit .",2500,2500,1250,True,"AttackSpeed, SpellDamage, ManaRegen, NonbootsMovement","FlatMagicDamageMod:40, PercentMovementSpeedMod:0.06",images/items/ardent_censer.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3504_enchanter_t3_ardentcenser.png
223508,Essence Reaver,,50 Attack Damage 20 Ability Haste 25% Critical Strike Chance Essence Drain Basic attacks refund mana on-hit.,2500,2500,1250,True,"Damage, CriticalStrike, ManaRegen, CooldownReduction, OnHit, AbilityHaste","FlatCritChanceMod:0.25, FlatPhysicalDamageMod:50",images/items/essence_reaver.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3508_marksman_t3_essencereaver.png
223742,Dead Man's Plate,,"300 Health 40 Armor 7% Move Speed Shipwrecker While moving, build up  Move Speed. Your next Attack discharges built up Move Speed to deal damage. If dealt by a Melee champion at top speed, the Attack also Slows the target. Unsinkable The strength of movement slowing effects is reduced.",2500,2500,1250,True,"Health, Armor, Slow, NonbootsMovement","FlatHPPoolMod:300, FlatArmorMod:40, PercentMovementSpeedMod:0.07",images/items/dead_man_s_plate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3742_tank_t3_deadmansplate.png
223748,Titanic Hydra,,"40 Attack Damage 400 Health Colossus: Gain bonus Attack Damage based off of bonus Health . Cleave: Attacks apply additional damage On-Hit , creating a shockwave that deals damage to enemies behind the target. Titanic Crescent Empower your next Cleave to deal bonus physical damage On-Hit and deal bonus physical damage to enemies behind the target.",2500,2500,1250,True,"Health, HealthRegen, Damage, OnHit","FlatHPPoolMod:400, FlatPhysicalDamageMod:40",images/items/titanic_hydra.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3748_fighter_t3_titanichydra.png
223814,Edge of Night,,45 Attack Damage 14 Lethality 375 Health Annul (0s) Gain a Spell Shield that blocks the next enemy Ability. Item's cooldown is restarted if you take damage before it is completed.,2500,2500,1250,True,"Health, Damage, ArmorPenetration","FlatHPPoolMod:375, FlatPhysicalDamageMod:45",images/items/edge_of_night.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/3814_assassin_t3_edgeofnight.png
224004,Spectral Cutlass,,"55 Attack Damage 21 Lethality Active - Soul Anchor (0s) Mark your current location. After 5 seconds, return to that location. You may recast at any point during Soul Anchor's duration to return to your marked location early.",2500,2500,1250,True,"Damage, ArmorPenetration",FlatPhysicalDamageMod:55,images/items/spectral_cutlass.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/4004_assassin_t3_spectralcutlass.png
224005,Imperial Mandate,,"60 Ability Power 35 Ability Haste 150% Base Mana Regen Coordinated Fire (0s) per target Slowing or Immobilizing an enemy champion marks them for 5 seconds. Ally champion damage detonates the mark, dealing magic damage equal to 20% of current health .",2500,2500,1250,True,"SpellDamage, ManaRegen, CooldownReduction, AbilityHaste",FlatMagicDamageMod:60,images/items/imperial_mandate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/4005_enchanter_t4_imperialmandate.png
224401,Force of Nature,,"400 Health 50 Magic Resist 4% Move Speed Absorb Taking magic damage from enemy Champions grants a stack of Steadfast (max 10) for 7 seconds. Enemy Immobilizing effects grant an additional 2 stacks. Dissipate While at 10 stacks of Steadfast , gain 50 Magic Resist and 14% increased Move Speed. One spell can add a new stack of Steadfast every 1 second.",2500,2500,1250,True,"Health, SpellBlock, NonbootsMovement","FlatSpellBlockMod:50, FlatHPPoolMod:400, PercentMovementSpeedMod:0.04",images/items/force_of_nature.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/4401_tank_t3_forceofnature.png
224403,The Golden Spatula,,"90 Attack Damage 125 Ability Power 60% Attack Speed 25% Critical Strike Chance 250 Health 30 Armor 30 Magic Resist 250 Mana 20 Ability Haste 10% Move Speed 10% Omnivamp 100% Base Health Regen 100% Base Mana Regen Doing Something You are permanently On Fire! ""It must do something... Declined, it does EVERYTHING""",2500,2500,1750,True,"Health, SpellBlock, HealthRegen, Armor, Damage, CriticalStrike, AttackSpeed, LifeSteal, SpellDamage, Mana, ManaRegen, CooldownReduction, NonbootsMovement","FlatSpellBlockMod:30, FlatMPPoolMod:250, FlatHPPoolMod:250, FlatMagicDamageMod:125, FlatArmorMod:30, FlatCritChanceMod:0.25, FlatPhysicalDamageMod:90, PercentAttackSpeedMod:0.6, PercentMovementSpeedMod:0.1",images/items/the_golden_spatula.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/4403_goldenspatula.png
224628,Horizon Focus,,90 Ability Power 25 Ability Haste Hypershot: Damaging a champion with a non-targeted Ability at over 600 range or Slowing or Immobilizing them Reveals them and increases their damage taken from you. The Ability that triggers Hypershot also benefits from the damage increase. Pets and non-immobilizing traps do not trigger this effect. Only the initial placement of zone Abilities will trigger this effect. Distance is measured from the Ability cast position.,2500,2500,1250,True,"SpellDamage, AbilityHaste",FlatMagicDamageMod:90,images/items/horizon_focus.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/items/icons2d/4628_mage_t3_horizonfocus.png
